Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
Kazakhstan,1950,4.86,14.76,9.25,2.97,1.009,17.04,3.41,17.04,13.63,17.04,0.049,0.149,0.093,0.03,0.172,0.034,0.172,0.137,0.172
Kazakhstan,1951,4.86,14.76,9.25,2.97,1.059,17.04,3.41,17.04,13.63,17.04,0.051,0.156,0.098,0.031,0.18,0.036,0.18,0.144,0.18
Kazakhstan,1952,4.86,14.76,9.25,2.97,1.112,17.04,3.41,17.04,13.63,17.04,0.054,0.164,0.103,0.033,0.189,0.038,0.189,0.152,0.189
Kazakhstan,1953,4.86,14.76,9.25,2.97,1.168,17.04,3.41,17.04,13.63,17.04,0.057,0.172,0.108,0.035,0.199,0.04,0.199,0.159,0.199
Kazakhstan,1954,4.86,14.76,9.25,2.97,1.226,17.04,3.41,17.04,13.63,17.04,0.06,0.181,0.113,0.036,0.209,0.042,0.209,0.167,0.209
Kazakhstan,1955,4.86,14.76,9.25,2.97,1.287,17.04,3.41,17.04,13.63,17.04,0.063,0.19,0.119,0.038,0.219,0.044,0.219,0.175,0.219
Kazakhstan,1956,4.86,14.76,9.25,2.97,1.352,17.04,3.41,17.04,13.63,17.04,0.066,0.199,0.125,0.04,0.23,0.046,0.23,0.184,0.23
Kazakhstan,1957,4.86,14.76,9.25,2.97,1.419,17.04,3.41,17.04,13.63,17.04,0.069,0.209,0.131,0.042,0.242,0.048,0.242,0.193,0.242
Kazakhstan,1958,4.86,14.76,9.25,2.97,1.49,17.04,3.41,17.04,13.63,17.04,0.072,0.22,0.138,0.044,0.254,0.051,0.254,0.203,0.254
Kazakhstan,1959,4.86,14.76,9.25,2.97,1.565,17.04,3.41,17.04,13.63,17.04,0.076,0.231,0.145,0.046,0.267,0.053,0.267,0.213,0.267
Kazakhstan,1960,4.86,14.76,9.25,2.97,1.643,17.04,3.41,17.04,13.63,17.04,0.08,0.242,0.152,0.049,0.28,0.056,0.28,0.224,0.28
Kazakhstan,1961,4.86,14.76,9.25,2.97,1.725,17.04,3.41,17.04,13.63,17.04,0.084,0.255,0.16,0.051,0.294,0.059,0.294,0.235,0.294
Kazakhstan,1962,4.86,14.76,9.25,2.97,1.811,17.04,3.41,17.04,13.63,17.04,0.088,0.267,0.168,0.054,0.309,0.062,0.309,0.247,0.309
Kazakhstan,1963,4.86,14.76,9.25,2.97,1.902,17.04,3.41,17.04,13.63,17.04,0.092,0.281,0.176,0.056,0.324,0.065,0.324,0.259,0.324
Kazakhstan,1964,4.86,14.76,9.25,2.97,1.997,17.04,3.41,17.04,13.63,17.04,0.097,0.295,0.185,0.059,0.34,0.068,0.34,0.272,0.34
Kazakhstan,1965,4.86,14.76,9.25,2.97,2.097,17.04,3.41,17.04,13.63,17.04,0.102,0.309,0.194,0.062,0.357,0.072,0.357,0.286,0.357
Kazakhstan,1966,4.86,14.76,9.25,2.97,2.202,17.04,3.41,17.04,13.63,17.04,0.107,0.325,0.204,0.065,0.375,0.075,0.375,0.3,0.375
Kazakhstan,1967,4.86,14.76,9.25,2.97,2.312,17.04,3.41,17.04,13.63,17.04,0.112,0.341,0.214,0.069,0.394,0.079,0.394,0.315,0.394
Kazakhstan,1968,4.86,14.76,9.25,2.97,2.427,17.04,3.41,17.04,13.63,17.04,0.118,0.358,0.225,0.072,0.414,0.083,0.414,0.331,0.414
Kazakhstan,1969,4.86,14.76,9.25,2.97,2.549,17.04,3.41,17.04,13.63,17.04,0.124,0.376,0.236,0.076,0.434,0.087,0.434,0.347,0.434
Kazakhstan,1970,4.86,14.76,9.25,2.97,2.676,17.04,3.41,17.04,13.63,17.04,0.13,0.395,0.248,0.079,0.456,0.091,0.456,0.365,0.456
Kazakhstan,1971,4.86,14.76,9.25,2.97,2.81,17.04,3.41,17.04,13.63,17.04,0.137,0.415,0.26,0.083,0.479,0.096,0.479,0.383,0.479
Kazakhstan,1972,4.86,14.76,9.25,2.97,2.95,17.04,3.41,17.04,13.63,17.04,0.143,0.435,0.273,0.088,0.503,0.101,0.503,0.402,0.503
Kazakhstan,1973,4.86,14.76,9.25,2.97,3.098,17.04,3.41,17.04,13.63,17.04,0.151,0.457,0.287,0.092,0.528,0.106,0.528,0.422,0.528
Kazakhstan,1974,4.86,14.76,9.25,2.97,3.253,17.04,3.41,17.04,13.63,17.04,0.158,0.48,0.301,0.097,0.554,0.111,0.554,0.443,0.554
Kazakhstan,1975,4.86,14.76,9.25,2.97,3.415,17.04,3.41,17.04,13.63,17.04,0.166,0.504,0.316,0.101,0.582,0.116,0.582,0.466,0.582
Kazakhstan,1976,4.86,14.76,9.25,2.97,3.586,17.04,3.41,17.04,13.63,17.04,0.174,0.529,0.332,0.107,0.611,0.122,0.611,0.489,0.611
Kazakhstan,1977,4.86,14.76,9.25,2.97,3.766,17.04,3.41,17.04,13.63,17.04,0.183,0.556,0.348,0.112,0.642,0.128,0.642,0.513,0.642
Kazakhstan,1978,4.86,14.76,9.25,2.97,3.954,17.04,3.41,17.04,13.63,17.04,0.192,0.584,0.366,0.117,0.674,0.135,0.674,0.539,0.674
Kazakhstan,1979,4.86,14.76,9.25,2.97,4.152,17.04,3.41,17.04,13.63,17.04,0.202,0.613,0.384,0.123,0.707,0.142,0.707,0.566,0.707
Kazakhstan,1980,4.86,14.76,9.25,2.97,4.359,17.04,3.41,17.04,13.63,17.04,0.212,0.643,0.403,0.129,0.743,0.149,0.743,0.594,0.743
Kazakhstan,1981,4.86,14.76,9.25,2.97,4.577,17.04,3.41,17.04,13.63,17.04,0.222,0.676,0.423,0.136,0.78,0.156,0.78,0.624,0.78
Kazakhstan,1982,4.86,14.76,9.25,2.97,4.806,17.04,3.41,17.04,13.63,17.04,0.234,0.709,0.445,0.143,0.819,0.164,0.819,0.655,0.819
Kazakhstan,1983,4.86,14.76,9.25,2.97,5.046,17.04,3.41,17.04,13.63,17.04,0.245,0.745,0.467,0.15,0.86,0.172,0.86,0.688,0.86
Kazakhstan,1984,4.86,14.76,9.25,2.97,5.299,17.04,3.41,17.04,13.63,17.04,0.258,0.782,0.49,0.157,0.903,0.181,0.903,0.722,0.903
Kazakhstan,1985,4.86,14.76,9.25,2.97,5.563,17.04,3.41,17.04,13.63,17.04,0.27,0.821,0.515,0.165,0.948,0.19,0.948,0.758,0.948
Kazakhstan,1986,4.86,14.76,9.25,2.97,5.842,17.04,3.41,17.04,13.63,17.04,0.284,0.862,0.54,0.173,0.995,0.199,0.995,0.796,0.995
Kazakhstan,1987,4.86,14.76,9.25,2.97,6.134,17.04,3.41,17.04,13.63,17.04,0.298,0.905,0.567,0.182,1.045,0.209,1.045,0.836,1.045
Kazakhstan,1988,4.86,14.76,9.25,2.97,6.44,17.04,3.41,17.04,13.63,17.04,0.313,0.951,0.596,0.191,1.097,0.22,1.097,0.878,1.097
Kazakhstan,1989,4.86,14.76,9.25,2.97,6.762,17.04,3.41,17.04,13.63,17.04,0.329,0.998,0.626,0.201,1.152,0.231,1.152,0.922,1.152
Kazakhstan,1990,4.86,14.76,9.25,2.97,7.101,17.04,3.41,17.04,13.63,17.04,0.345,1.048,0.657,0.211,1.21,0.242,1.21,0.968,1.21
Kazakhstan,1991,4.86,14.76,9.25,2.97,6.571,17.04,3.41,17.04,13.63,17.04,0.319,0.97,0.608,0.195,1.12,0.224,1.12,0.896,1.12
Kazakhstan,1992,4.86,14.76,9.25,2.97,6.569,17.04,3.41,17.04,13.63,17.04,0.319,0.97,0.608,0.195,1.119,0.224,1.119,0.895,1.119
Kazakhstan,1993,4.86,14.76,9.25,2.97,6.172,17.04,3.41,17.04,13.63,17.04,0.3,0.911,0.571,0.183,1.052,0.21,1.052,0.841,1.052
Kazakhstan,1994,4.86,14.76,9.25,2.97,5.603,17.04,3.41,17.04,13.63,17.04,0.272,0.827,0.518,0.166,0.955,0.191,0.955,0.764,0.955
Kazakhstan,1995,4.86,14.76,9.25,2.97,5.372,17.04,3.41,17.04,13.63,17.04,0.261,0.793,0.497,0.16,0.915,0.183,0.915,0.732,0.915
Kazakhstan,1996,4.86,14.76,9.25,2.97,5.546,17.04,3.41,17.04,13.63,17.04,0.27,0.819,0.513,0.165,0.945,0.189,0.945,0.756,0.945
Kazakhstan,1997,4.86,14.76,9.25,2.97,5.844,17.04,3.41,17.04,13.63,17.04,0.284,0.863,0.541,0.174,0.996,0.199,0.996,0.797,0.996
Kazakhstan,1998,4.86,14.76,9.25,4.76,5.183,16.59,3.32,16.59,13.27,16.59,0.252,0.765,0.479,0.247,0.86,0.172,0.86,0.688,0.86
Kazakhstan,1999,4.86,14.76,9.25,7.49,3.366,15.91,3.18,15.91,12.73,15.91,0.164,0.497,0.311,0.252,0.535,0.107,0.535,0.428,0.535
Kazakhstan,2000,4.86,14.76,9.25,9.83,3.531,15.33,3.07,15.33,12.26,15.33,0.172,0.521,0.327,0.347,0.541,0.108,0.541,0.433,0.541
Kazakhstan,2001,4.86,14.76,8.41,8.41,4.228,15.89,3.18,15.89,12.71,15.89,0.205,0.624,0.356,0.356,0.672,0.134,0.672,0.537,0.672
Kazakhstan,2002,4.86,14.76,9.42,8.0,4.398,15.74,3.15,15.74,12.59,15.74,0.214,0.649,0.414,0.352,0.692,0.139,0.692,0.554,0.692
Kazakhstan,2003,4.82,10.61,9.57,5.36,6.023,17.41,3.48,17.41,13.93,17.41,0.29,0.639,0.576,0.323,1.049,0.21,1.049,0.839,1.049
Kazakhstan,2004,4.65,10.61,10.94,4.13,8.541,17.42,3.48,17.42,13.93,17.42,0.397,0.906,0.934,0.353,1.488,0.297,1.488,1.19,1.488
Kazakhstan,2005,4.71,10.29,11.53,2.36,13.233,17.78,3.56,17.78,14.22,17.78,0.623,1.362,1.526,0.312,2.353,0.471,2.353,1.882,2.353
Kazakhstan,2006,4.94,13.27,11.72,2.36,18.764,16.93,3.39,16.93,13.54,16.93,0.927,2.49,2.199,0.443,3.177,0.636,3.177,2.541,3.177
Kazakhstan,2007,5.47,11.94,7.58,2.36,24.288,18.16,3.63,18.16,14.53,18.16,1.329,2.9,1.841,0.573,4.411,0.882,4.411,3.529,4.411
Kazakhstan,2008,4.27,13.65,8.41,2.36,30.912,17.83,3.57,17.83,14.26,17.83,1.32,4.219,2.6,0.73,5.512,1.104,5.512,4.408,5.512
Kazakhstan,2009,4.7,13.04,11.36,2.36,26.711,17.13,3.43,17.13,13.71,17.13,1.255,3.483,3.034,0.63,4.576,0.916,4.576,3.662,4.576
Kazakhstan,2010,4.51,15.92,8.21,2.36,34.295,17.25,3.45,17.25,13.8,17.25,1.547,5.46,2.816,0.809,5.916,1.183,5.916,4.733,5.916
Kazakhstan,2011,4.41,16.98,8.68,2.59,41.206,16.84,3.37,16.84,13.47,16.84,1.817,6.997,3.577,1.067,6.939,1.389,6.939,5.55,6.939
Kazakhstan,2012,4.78,17.77,9.45,2.35,46.217,16.42,3.28,16.42,13.13,16.42,2.209,8.213,4.368,1.086,7.589,1.516,7.589,6.068,7.589
Kazakhstan,2013,5.44,17.32,9.32,2.95,48.629,16.24,3.25,16.24,12.99,16.24,2.645,8.422,4.532,1.435,7.897,1.58,7.897,6.317,7.897
Kazakhstan,2014,4.9,16.08,10.03,3.32,47.681,16.42,3.28,16.42,13.13,16.42,2.336,7.667,4.782,1.583,7.829,1.564,7.829,6.261,7.829
Kazakhstan,2015,4.85,12.19,8.39,4.07,40.17,17.62,3.52,17.62,14.1,17.62,1.948,4.897,3.37,1.635,7.078,1.414,7.078,5.664,7.078
Kazakhstan,2016,4.34,13.84,9.48,6.82,31.536,16.38,3.28,16.38,13.1,16.38,1.369,4.365,2.99,2.151,5.166,1.034,5.166,4.131,5.166
Kazakhstan,2017,3.45,11.42,7.86,3.97,44.643,18.33,3.67,18.33,14.66,18.33,1.54,5.098,3.509,1.772,8.183,1.638,8.183,6.545,8.183
Kazakhstan,2018,4.43,13.88,9.1,6.44,37.097,16.54,3.31,16.54,13.23,16.54,1.643,5.149,3.376,2.389,6.136,1.228,6.136,4.908,6.136
Kazakhstan,2019,5.04,14.11,8.25,6.06,41.052,16.63,3.33,16.63,13.31,16.63,2.069,5.792,3.387,2.488,6.827,1.367,6.827,5.464,6.827
Kazakhstan,2020,3.7,18.0,10.06,6.41,40.51,15.46,3.09,15.46,12.37,15.46,1.499,7.292,4.075,2.597,6.263,1.252,6.263,5.011,6.263
Kazakhstan,2021,3.71,19.83,11.62,6.8,47.46,14.51,2.9,14.51,11.61,14.51,1.761,9.411,5.515,3.227,6.886,1.376,6.886,5.51,6.886
Kazakhstan,2022,2.38,20.06,10.6,7.73,51.275,14.81,2.96,14.81,11.85,14.81,1.22,10.286,5.435,3.964,7.594,1.518,7.594,6.076,7.594
Kazakhstan,2023,1.9,20.8,10.7,8.68,64.257,14.48,2.9,14.48,11.58,14.48,1.221,13.365,6.876,5.578,9.304,1.863,9.304,7.441,9.304
Kazakhstan,2024,1.94,21.96,10.7,8.68,71.531,14.18,2.84,14.18,11.35,14.18,1.388,15.708,7.654,6.209,10.143,2.031,10.143,8.119,10.143
Kazakhstan,2025,1.94,21.96,10.7,8.68,75.153,14.18,2.84,14.18,11.35,14.18,1.458,16.504,8.041,6.523,10.657,2.134,10.657,8.53,10.657
Kazakhstan,2026,1.94,21.96,10.7,8.68,77.783,14.18,2.84,14.18,11.35,14.18,1.509,17.081,8.323,6.752,11.03,2.209,11.03,8.828,11.03
Malaysia,1946,7.8,19.11,4.58,14.33,0.239,16.26,8.13,8.13,8.13,13.55,0.019,0.046,0.011,0.034,0.039,0.019,0.019,0.019,0.032
Malaysia,1947,7.8,19.11,4.58,14.33,0.251,16.26,8.13,8.13,8.13,13.55,0.02,0.048,0.011,0.036,0.041,0.02,0.02,0.02,0.034
Malaysia,1948,7.8,19.11,4.58,14.33,0.263,16.26,8.13,8.13,8.13,13.55,0.021,0.05,0.012,0.038,0.043,0.021,0.021,0.021,0.036
Malaysia,1949,7.8,19.11,4.58,14.33,0.276,16.26,8.13,8.13,8.13,13.55,0.022,0.053,0.013,0.04,0.045,0.022,0.022,0.022,0.037
Malaysia,1950,7.8,19.11,4.58,14.33,0.29,16.26,8.13,8.13,8.13,13.55,0.023,0.055,0.013,0.042,0.047,0.024,0.024,0.024,0.039
Malaysia,1951,7.8,19.11,4.58,14.33,0.305,16.26,8.13,8.13,8.13,13.55,0.024,0.058,0.014,0.044,0.05,0.025,0.025,0.025,0.041
Malaysia,1952,7.8,19.11,4.58,14.33,0.32,16.26,8.13,8.13,8.13,13.55,0.025,0.061,0.015,0.046,0.052,0.026,0.026,0.026,0.043
Malaysia,1953,7.8,19.11,4.58,14.33,0.336,16.26,8.13,8.13,8.13,13.55,0.026,0.064,0.015,0.048,0.055,0.027,0.027,0.027,0.046
Malaysia,1954,7.8,19.11,4.58,14.33,0.353,16.26,8.13,8.13,8.13,13.55,0.028,0.067,0.016,0.051,0.057,0.029,0.029,0.029,0.048
Malaysia,1955,7.8,19.11,4.58,14.33,0.37,16.26,8.13,8.13,8.13,13.55,0.029,0.071,0.017,0.053,0.06,0.03,0.03,0.03,0.05
Malaysia,1956,7.8,19.11,4.58,14.33,0.389,16.26,8.13,8.13,8.13,13.55,0.03,0.074,0.018,0.056,0.063,0.032,0.032,0.032,0.053
Malaysia,1957,7.8,19.11,4.58,14.33,0.408,16.26,8.13,8.13,8.13,13.55,0.032,0.078,0.019,0.058,0.066,0.033,0.033,0.033,0.055
Malaysia,1958,7.8,19.11,4.58,14.33,0.429,16.26,8.13,8.13,8.13,13.55,0.033,0.082,0.02,0.061,0.07,0.035,0.035,0.035,0.058
Malaysia,1959,7.8,19.11,4.58,14.33,0.45,16.26,8.13,8.13,8.13,13.55,0.035,0.086,0.021,0.064,0.073,0.037,0.037,0.037,0.061
Malaysia,1960,7.8,19.11,4.58,14.33,0.473,16.26,8.13,8.13,8.13,13.55,0.037,0.09,0.022,0.068,0.077,0.038,0.038,0.038,0.064
Malaysia,1961,7.8,19.11,4.58,14.33,0.469,16.26,8.13,8.13,8.13,13.55,0.037,0.09,0.021,0.067,0.076,0.038,0.038,0.038,0.064
Malaysia,1962,7.8,19.11,4.58,14.33,0.494,16.26,8.13,8.13,8.13,13.55,0.038,0.094,0.023,0.071,0.08,0.04,0.04,0.04,0.067
Malaysia,1963,7.8,19.11,4.58,14.33,0.619,16.26,8.13,8.13,8.13,13.55,0.048,0.118,0.028,0.089,0.101,0.05,0.05,0.05,0.084
Malaysia,1964,7.8,19.11,4.58,14.33,0.659,16.26,8.13,8.13,8.13,13.55,0.051,0.126,0.03,0.095,0.107,0.054,0.054,0.054,0.089
Malaysia,1965,7.8,19.11,4.58,14.33,0.729,16.26,8.13,8.13,8.13,13.55,0.057,0.139,0.033,0.104,0.119,0.059,0.059,0.059,0.099
Malaysia,1966,7.8,19.11,4.58,14.33,0.775,16.26,8.13,8.13,8.13,13.55,0.06,0.148,0.036,0.111,0.126,0.063,0.063,0.063,0.105
Malaysia,1967,7.8,19.11,4.58,14.33,0.786,16.26,8.13,8.13,8.13,13.55,0.061,0.15,0.036,0.113,0.128,0.064,0.064,0.064,0.107
Malaysia,1968,7.8,19.11,4.58,14.33,0.821,16.26,8.13,8.13,8.13,13.55,0.064,0.157,0.038,0.118,0.134,0.067,0.067,0.067,0.111
Malaysia,1969,7.8,19.11,4.58,14.33,0.904,16.26,8.13,8.13,8.13,13.55,0.07,0.173,0.041,0.129,0.147,0.073,0.073,0.073,0.122
Malaysia,1970,7.8,19.11,4.58,14.33,0.953,16.26,8.13,8.13,8.13,13.55,0.074,0.182,0.044,0.137,0.155,0.077,0.077,0.077,0.129
Malaysia,1971,7.8,19.11,4.58,14.33,1.047,16.26,8.13,8.13,8.13,13.55,0.082,0.2,0.048,0.15,0.17,0.085,0.085,0.085,0.142
Malaysia,1972,7.8,19.11,4.58,14.33,1.244,16.26,8.13,8.13,8.13,13.55,0.097,0.238,0.057,0.178,0.202,0.101,0.101,0.101,0.169
Malaysia,1973,7.8,19.11,4.58,14.33,1.89,16.26,8.13,8.13,8.13,13.55,0.147,0.361,0.087,0.271,0.307,0.154,0.154,0.154,0.256
Malaysia,1974,7.8,19.11,4.58,14.33,2.342,16.26,8.13,8.13,8.13,13.55,0.183,0.447,0.107,0.336,0.381,0.19,0.19,0.19,0.317
Malaysia,1975,7.8,19.11,4.58,14.33,2.293,16.26,8.13,8.13,8.13,13.55,0.179,0.438,0.105,0.329,0.373,0.186,0.186,0.186,0.311
Malaysia,1976,7.8,19.11,4.58,14.33,2.725,16.26,8.13,8.13,8.13,13.55,0.213,0.521,0.125,0.39,0.443,0.222,0.222,0.222,0.369
Malaysia,1977,7.8,19.11,4.58,14.33,3.24,16.26,8.13,8.13,8.13,13.55,0.253,0.619,0.148,0.464,0.527,0.263,0.263,0.263,0.439
Malaysia,1978,7.8,19.11,4.58,14.33,4.034,16.26,8.13,8.13,8.13,13.55,0.315,0.771,0.185,0.578,0.656,0.328,0.328,0.328,0.547
Malaysia,1979,7.8,19.11,4.58,14.33,5.231,16.26,8.13,8.13,8.13,13.55,0.408,1.0,0.24,0.75,0.851,0.425,0.425,0.425,0.709
Malaysia,1980,7.8,19.11,4.58,14.33,6.039,16.26,8.13,8.13,8.13,13.55,0.471,1.154,0.277,0.865,0.982,0.491,0.491,0.491,0.818
Malaysia,1981,7.8,19.11,4.58,14.33,6.166,16.26,8.13,8.13,8.13,13.55,0.481,1.178,0.282,0.884,1.003,0.501,0.501,0.501,0.835
Malaysia,1982,7.8,19.11,4.58,14.33,6.61,16.26,8.13,8.13,8.13,13.55,0.516,1.263,0.303,0.947,1.075,0.537,0.537,0.537,0.896
Malaysia,1983,7.8,19.11,4.58,14.33,7.483,16.26,8.13,8.13,8.13,13.55,0.584,1.43,0.343,1.072,1.217,0.608,0.608,0.608,1.014
Malaysia,1984,7.8,19.11,4.58,14.33,8.37,16.26,8.13,8.13,8.13,13.55,0.653,1.599,0.383,1.199,1.361,0.68,0.68,0.68,1.134
Malaysia,1985,7.8,19.11,4.58,14.33,7.694,16.26,8.13,8.13,8.13,13.55,0.6,1.47,0.352,1.102,1.251,0.625,0.625,0.625,1.042
Malaysia,1986,7.8,19.11,4.58,14.33,6.839,16.26,8.13,8.13,8.13,13.55,0.533,1.307,0.313,0.98,1.112,0.556,0.556,0.556,0.927
Malaysia,1987,7.8,19.11,4.58,14.33,7.936,16.26,8.13,8.13,8.13,13.55,0.619,1.516,0.363,1.137,1.29,0.645,0.645,0.645,1.075
Malaysia,1988,7.8,19.11,4.58,14.33,8.698,16.26,8.13,8.13,8.13,13.55,0.678,1.662,0.398,1.246,1.414,0.707,0.707,0.707,1.179
Malaysia,1989,7.8,19.11,4.58,14.33,9.579,16.26,8.13,8.13,8.13,13.55,0.747,1.831,0.439,1.373,1.558,0.779,0.779,0.779,1.298
Malaysia,1990,7.8,19.11,4.58,14.33,10.856,16.26,8.13,8.13,8.13,13.55,0.847,2.075,0.497,1.556,1.765,0.883,0.883,0.883,1.471
Malaysia,1991,10.72,19.11,4.58,14.33,12.118,15.38,7.69,7.69,7.69,12.82,1.299,2.316,0.555,1.737,1.864,0.932,0.932,0.932,1.554
Malaysia,1992,9.72,19.11,4.58,14.33,14.59,15.68,7.84,7.84,7.84,13.07,1.418,2.788,0.668,2.091,2.288,1.144,1.144,1.144,1.907
Malaysia,1993,10.73,17.31,4.58,14.33,16.496,15.92,7.96,7.96,7.96,13.26,1.77,2.855,0.755,2.364,2.626,1.313,1.313,1.313,2.187
Malaysia,1994,11.23,19.92,4.58,14.33,18.366,14.98,7.49,7.49,7.49,12.48,2.062,3.658,0.841,2.632,2.751,1.376,1.376,1.376,2.292
Malaysia,1995,11.18,19.5,4.58,14.33,21.874,15.12,7.56,7.56,7.56,12.6,2.445,4.265,1.002,3.135,3.307,1.654,1.654,1.654,2.756
Malaysia,1996,9.84,22.77,4.58,14.33,24.87,14.54,7.27,7.27,7.27,12.12,2.447,5.663,1.139,3.564,3.616,1.808,1.808,1.808,3.014
Malaysia,1997,9.05,20.05,4.58,13.42,22.419,15.87,7.93,7.93,7.93,13.22,2.029,4.495,1.027,3.009,3.558,1.778,1.778,1.778,2.964
Malaysia,1998,6.38,21.19,4.58,14.55,16.009,15.99,8.0,8.0,8.0,13.33,1.021,3.392,0.733,2.329,2.56,1.281,1.281,1.281,2.134
Malaysia,1999,7.83,21.19,4.58,14.21,19.408,15.66,7.83,7.83,7.83,13.05,1.52,4.112,0.889,2.758,3.039,1.52,1.52,1.52,2.533
Malaysia,2000,5.86,21.39,4.58,15.39,20.434,15.84,7.92,7.92,7.92,13.2,1.197,4.371,0.936,3.145,3.237,1.618,1.618,1.618,2.697
Malaysia,2001,6.78,24.35,4.79,14.58,22.949,14.85,7.43,7.43,7.43,12.38,1.556,5.588,1.099,3.346,3.408,1.705,1.705,1.705,2.841
Malaysia,2002,7.51,25.9,5.04,14.28,23.518,14.18,7.09,7.09,7.09,11.82,1.766,6.091,1.185,3.358,3.335,1.667,1.667,1.667,2.78
Malaysia,2003,8.55,24.54,5.41,14.29,25.629,14.16,7.08,7.08,7.08,11.8,2.191,6.289,1.387,3.662,3.629,1.815,1.815,1.815,3.024
Malaysia,2004,8.03,21.01,5.63,12.2,31.088,15.94,7.97,7.97,7.97,13.28,2.496,6.532,1.75,3.793,4.955,2.478,2.478,2.478,4.128
Malaysia,2005,8.46,16.75,5.55,12.07,33.496,17.15,8.58,8.58,8.58,14.29,2.834,5.611,1.859,4.043,5.745,2.874,2.874,2.874,4.787
Malaysia,2006,7.49,16.75,6.55,11.82,38.036,17.22,8.61,8.61,8.61,14.35,2.849,6.371,2.491,4.496,6.55,3.275,3.275,3.275,5.458
Malaysia,2007,7.57,16.12,6.28,10.71,46.271,17.8,8.9,8.9,8.9,14.83,3.503,7.459,2.906,4.956,8.236,4.118,4.118,4.118,6.862
Malaysia,2008,6.78,14.04,5.93,8.49,59.593,19.43,9.71,9.71,9.71,16.19,4.04,8.367,3.534,5.059,11.579,5.786,5.786,5.786,9.648
Malaysia,2009,6.06,18.46,5.87,9.21,57.833,18.12,9.06,9.06,9.06,15.1,3.505,10.676,3.395,5.326,10.479,5.24,5.24,5.24,8.733
Malaysia,2010,5.6,18.41,6.31,10.43,61.347,17.78,8.89,8.89,8.89,14.81,3.435,11.294,3.871,6.398,10.907,5.454,5.454,5.454,9.085
Malaysia,2011,5.73,20.98,6.52,9.85,77.583,17.08,8.54,8.54,8.54,14.23,4.446,16.277,5.058,7.642,13.251,6.626,6.626,6.626,11.04
Malaysia,2012,4.96,19.85,6.54,9.59,87.043,17.72,8.86,8.86,8.86,14.77,4.317,17.278,5.693,8.347,15.424,7.712,7.712,7.712,12.856
Malaysia,2013,5.4,19.45,6.82,9.9,87.877,17.53,8.76,8.76,8.76,14.61,4.745,17.092,5.993,8.7,15.405,7.698,7.698,7.698,12.839
Malaysia,2014,5.53,19.8,7.82,10.37,87.8,16.94,8.47,8.47,8.47,14.12,4.855,17.384,6.866,9.105,14.873,7.437,7.437,7.437,12.397
Malaysia,2015,6.09,19.81,8.23,11.28,72.729,16.38,8.19,8.19,8.19,13.65,4.429,14.408,5.986,8.204,11.913,5.956,5.956,5.956,9.927
Malaysia,2016,6.06,20.79,8.26,12.64,66.634,15.68,7.84,7.84,7.84,13.06,4.038,13.853,5.504,8.423,10.448,5.224,5.224,5.224,8.702
Malaysia,2017,4.99,21.21,8.72,12.83,66.634,15.67,7.84,7.84,7.84,13.06,3.325,14.133,5.81,8.549,10.441,5.224,5.224,5.224,8.702
Malaysia,2018,4.21,19.64,8.45,13.25,75.375,16.33,8.17,8.17,8.17,13.61,3.173,14.804,6.369,9.987,12.309,6.158,6.158,6.158,10.259
Malaysia,2019,3.79,17.64,8.52,12.54,83.633,17.25,8.63,8.63,8.63,14.38,3.17,14.753,7.126,10.488,14.427,7.218,7.218,7.218,12.026
Malaysia,2020,3.99,15.62,8.69,13.17,82.245,17.56,8.78,8.78,8.78,14.63,3.282,12.847,7.147,10.832,14.442,7.221,7.221,7.221,12.032
Malaysia,2021,4.02,20.46,10.06,14.25,85.095,15.36,7.68,7.68,7.68,12.8,3.421,17.411,8.561,12.126,13.071,6.535,6.535,6.535,10.892
Malaysia,2022,3.65,20.15,8.0,12.85,96.301,16.6,8.3,8.3,8.3,13.84,3.515,19.405,7.704,12.375,15.986,7.993,7.993,7.993,13.328
Malaysia,2023,4.05,14.1,7.94,14.93,89.757,17.69,8.85,8.85,8.85,14.74,3.635,12.656,7.127,13.401,15.878,7.944,7.944,7.944,13.23
Malaysia,2024,4.52,14.1,7.94,14.93,94.757,17.55,8.77,8.77,8.77,14.62,4.283,13.361,7.524,14.147,16.63,8.31,8.31,8.31,13.853
Malaysia,2025,4.52,14.1,7.94,14.93,105.97,17.55,8.77,8.77,8.77,14.62,4.79,14.942,8.414,15.821,18.598,9.294,9.294,9.294,15.493
Malaysia,2026,4.52,14.1,7.94,14.93,109.679,17.55,8.77,8.77,8.77,14.62,4.957,15.465,8.709,16.375,19.249,9.619,9.619,9.619,16.035
Mexico,1946,1.72,12.15,9.9,8.77,1.023,20.24,10.12,10.12,10.12,16.86,0.018,0.124,0.101,0.09,0.207,0.104,0.104,0.104,0.172
